iter,emax
708,-52.55065600388299
709,-52.56113297393344
710,-52.62868227721213
711,-52.688112779332535
712,-52.694114123598844
713,-52.730885420770875
714,-52.746292042130655
715,-52.80012601651685
716,-52.85809647741194
717,-52.88153479249468
718,-52.8886644474315
719,-52.948754442732174
720,-52.960664792796884
721,-52.99354977394482
722,-53.01667624545924
723,-53.0466189714481
724,-53.06201837890562
725,-53.0781568282196
726,-53.08201166900002
727,-53.117089880174284
728,-53.15695896574718
729,-53.17475252693386
730,-53.258993962581314
731,-53.26455413828271
732,-53.267263867661505
733,-53.29775580287142
734,-53.29791364143253
735,-53.336140153204006
736,-53.36376879849094
737,-53.375407946080855
738,-53.377003599052706
739,-53.381438336472065
740,-53.38539002494192
741,-53.41494071288188
742,-53.42986425558828
743,-53.436561739028285
744,-53.43716040888101
745,-53.447231002660736
746,-53.458479292210924
747,-53.46484021620046
748,-53.46954347539729
749,-53.48168195163843
750,-53.4985302535076
751,-53.51996323883911
752,-53.547950786592395
753,-53.55622158088102
754,-53.5585589120456
755,-53.566566219586605
756,-53.575287781899625
757,-53.58132412295352
758,-53.58761473758646
759,-53.614114584598504
760,-53.62865771721645
761,-53.65121041435747
762,-53.65170023514615
763,-53.659268200309306
764,-53.66022064256277
765,-53.6603232879675
766,-53.67196549689312
767,-53.686752319361325
768,-53.69647099457898
769,-53.70292758301302
770,-53.71522488001069
771,-53.73854770887235
772,-53.76394534043777
773,-53.778430449038744
774,-53.78382478175957
775,-53.79127486944141
776,-53.81252386599553
777,-53.82520388062842
778,-53.827022912408076
779,-53.88426141058669
780,-53.916610966189836
781,-53.91817878554851
782,-53.94346297689408
783,-53.95006223174756
784,-53.994351535750994
785,-54.00537664027791
786,-54.013125455971405
787,-54.013847982350185
788,-54.017098971035814
789,-54.01906896190837
790,-54.02483322811933
791,-54.02615630110763
792,-54.02799786390674
793,-54.0313927773345
794,-54.044734666327535
795,-54.04688869086545
796,-54.04844618326551
797,-54.06512965548592
798,-54.10357740819289
799,-54.119907648047274
800,-54.132563585329386
801,-54.13384492838917
802,-54.14025450875651
803,-54.156920859518614
804,-54.15693944240048
805,-54.21501328141755
806,-54.22351490961106
807,-54.243034525228516
808,-54.243154437278235
809,-54.24519940660377
810,-54.26865242600478
811,-54.279353257363695
812,-54.28964913475285
813,-54.299381583601246
814,-54.30484629135667
815,-54.30876057288727
816,-54.32021625803365
817,-54.34095610648714
818,-54.344986083636144
819,-54.34924736927498
820,-54.36545412106109
821,-54.393736439469485
822,-54.39940466429445
823,-54.4143889165339
824,-54.423981643851775
825,-54.444537641813056
826,-54.47310567539125
827,-54.49165508104507
828,-54.495503758594445
829,-54.49652616237915
830,-54.51275276625252
831,-54.51871526203888
832,-54.52948111394329
833,-54.52991974464356
834,-54.53660216579241
835,-54.53950334850207
836,-54.53982624364273
837,-54.55278092496099
838,-54.55781211509862
839,-54.55856918431666
840,-54.55870708179798
841,-54.56925805502487
842,-54.572086468344395
843,-54.5900817913147
844,-54.59069417501237
845,-54.59564701249119
846,-54.59574956079596
847,-54.60041096492261
848,-54.613144589888805
849,-54.6257877625321
850,-54.64789142717086
851,-54.65251197585704
852,-54.65888235010675
853,-54.66154647772546
854,-54.666434041883406
855,-54.67189333223091
856,-54.68127612177358
857,-54.68716019111488
858,-54.69488887883161
859,-54.704379212706264
860,-54.70634728491675
861,-54.70813489128796
862,-54.71169158496518
863,-54.71490194434168
864,-54.72921877554882
865,-54.734128623925436
866,-54.7353876833532
867,-54.73834407204786
868,-54.743810663162506
869,-54.74386106579549
870,-54.74920881442972
871,-54.74955393157919
872,-54.75046247368392
873,-54.7556601915286
874,-54.76024687874172
875,-54.76816092287264
876,-54.76850569244504
877,-54.7737383512575
878,-54.77772177739646
879,-54.77817542114311
880,-54.779836046855095
881,-54.7834706594065
882,-54.78592449772249
883,-54.788196416601394
884,-54.78879962104664
885,-54.79042833455163
886,-54.79058000674857
887,-54.79151240692779
888,-54.79153925339922
889,-54.791878345333956
890,-54.79198857066247
891,-54.79369447040634
892,-54.79421594835284
893,-54.79486562140963
894,-54.79543551062935
895,-54.79850960798564
896,-54.800039856642805
897,-54.80299942840745
898,-54.80334267390885
899,-54.809123334089726
900,-54.81165631704368
901,-54.81179642791871
902,-54.813756769194924
903,-54.81401464259289
904,-54.81401580365539
905,-54.814679386216774
906,-54.8147544659998
907,-54.82037225642556
908,-54.82082914996834
909,-54.82082995887255
910,-54.823200285012845
911,-54.82416113921532
912,-54.82416924242901
913,-54.82438102729037
914,-54.82606926532007
915,-54.826594764950954
916,-54.82681028725892
917,-54.82712393241807
918,-54.82754808259188
919,-54.82784891562359
920,-54.828005849219636
921,-54.82878395596075
922,-54.831203452411025
923,-54.8327152306131
924,-54.83428504926449
925,-54.83490841860996
926,-54.83517921635739
927,-54.83556265747555
928,-54.83565816254666
929,-54.83646050083384
930,-54.837293969630075
931,-54.83750464913264
932,-54.83876682188407
933,-54.83889480764955
934,-54.838949986270826
935,-54.840032824320545
936,-54.84193915079182
937,-54.843660280315156
938,-54.8438136348642
939,-54.84437498644411
940,-54.844807100380905
941,-54.84585084583084
942,-54.84598409691102
943,-54.84678567287659
944,-54.84953361575896
945,-54.85128813289514
946,-54.85216851710558
947,-54.85227468873798
948,-54.85246302429256
949,-54.8546198059274
950,-54.85559085989791
951,-54.855620156283294
952,-54.85570931634411
953,-54.85792655777266
954,-54.85813657026899
955,-54.85985872337646
956,-54.862509986160724
957,-54.86407369535055
958,-54.864215203526456
959,-54.86668978278742
960,-54.86737822341774
961,-54.8704986187458
962,-54.87066998260057
963,-54.871194233033115
964,-54.87221644168457
965,-54.87227486398734
966,-54.873961002954104
967,-54.875507968199855
968,-54.876233515062225
969,-54.87774203314347
970,-54.87804761570377
971,-54.87870526892171
972,-54.8798948639051
973,-54.88059694192169
974,-54.88140773716056
975,-54.8840803974927
976,-54.88427342597005
977,-54.88514389910321
978,-54.885298996259706
979,-54.88535714219756
980,-54.88689209730303
981,-54.88882639454225
982,-54.88981231295343
983,-54.89178148050348
984,-54.892300594942455
985,-54.89461653526031
986,-54.89640348753009
987,-54.89693526890268
988,-54.89731037844457
989,-54.89749824347533
990,-54.89812432590688
991,-54.89950408414395
992,-54.902926531151486
993,-54.90399701145044
994,-54.90424572230045
995,-54.90450402071049
996,-54.90523596540012
997,-54.90549000256321
998,-54.9057975214488
999,-54.90829104080554
1000,-54.90830783651073
1001,-54.90963583125788
1002,-54.910043390985486
1003,-54.91177198696364
1004,-54.91193177867821
1005,-54.91311389626584
1006,-54.91379812855058
1007,-54.9142396676795
1008,-54.91456306539517
1009,-54.915539328189524
1010,-54.91637699697333
1011,-54.917223815867
1012,-54.91756696014927
1013,-54.91761683073895
1014,-54.91805883848808
1015,-54.918072022177476
1016,-54.918426979672674
1017,-54.91849093793472
1018,-54.91986955067362
1019,-54.92230219833827
1020,-54.9227862263653
1021,-54.923175220192284
1022,-54.9232728112866
1023,-54.923932503977845
1024,-54.924630529588
1025,-54.92707819439758
1026,-54.928420263709846
1027,-54.92857205969162
1028,-54.9287204298933
1029,-54.928819295983246
1030,-54.92903055442609
1031,-54.92931688473178
1032,-54.93078908195364
1033,-54.93121606884755
1034,-54.931670164748006
1035,-54.93256365867768
1036,-54.93271741916451
1037,-54.933708743786234
1038,-54.93390735712922
1039,-54.93519087819904
1040,-54.935553064063974
1041,-54.93601767554732
1042,-54.936294917599895
1043,-54.93660389589825
1044,-54.937864644742234
1045,-54.93846739306954
1046,-54.94004988267758
1047,-54.94014903670665
1048,-54.9404509435122
1049,-54.940524041176666
1050,-54.94072318395507
1051,-54.9432821660558
1052,-54.94380349852686
1053,-54.94426195130502
1054,-54.94652146054087
1055,-54.948315947776564
1056,-54.948830962381635
1057,-54.94925376322898
1058,-54.9501016883362
1059,-54.95037642798021
1060,-54.950414077222874
1061,-54.952977861506994
1062,-54.95489344206625
1063,-54.95514870360484
1064,-54.956746775415574
1065,-54.95848039125015
1066,-54.96039929747465
1067,-54.96104990490505
1068,-54.96244215506616
1069,-54.96250744682124
1070,-54.962533915554346
1071,-54.96358426106767
1072,-54.96393590504402
1073,-54.96414034165922
1074,-54.965089502245284
1075,-54.96567609458891
1076,-54.9671066147626
1077,-54.967471312027165
1078,-54.96819979625192
1079,-54.96854978768276
1080,-54.97035212746165
1081,-54.972478663420596
1082,-54.972613812070584
1083,-54.9731374308554
1084,-54.97453192523927
1085,-54.97501359005581
1086,-54.9763027279797
1087,-54.976617123441436
1088,-54.97667332002943
1089,-54.977179702401315
1090,-54.97809999382891
1091,-54.97845255949512
1092,-54.98083177143471
1093,-54.98153565039726
1094,-54.98194863215534
1095,-54.98281396974084
1096,-54.98284552562479
1097,-54.98312433263655
1098,-54.983230522746474
1099,-54.98467929367884
1100,-54.985061366773515
1101,-54.986243116512796
1102,-54.98906437138948
1103,-54.98919777362665
1104,-54.989644319290804
1105,-54.99026814495036
1106,-54.99044134840165
1107,-54.990974125838754
1108,-54.99158897503779
1109,-54.99171677052806
1110,-54.993287691826325
1111,-54.99363712105149
1112,-54.99367852299757
1113,-54.99393004852044
1114,-54.99449633549831
1115,-54.994928157615846
1116,-54.995359824046744
1117,-54.996552952483576
1118,-54.996754341746595
1119,-55.00336203812425
1120,-55.00371593940818
1121,-55.00663698485329
1122,-55.00673004943475
1123,-55.007058183519405
1124,-55.007257367718715
1125,-55.009250391183656
1126,-55.01037327032503
1127,-55.01215837113264
1128,-55.01366700683475
1129,-55.0138817254681
1130,-55.01436551128826
1131,-55.01481767933793
1132,-55.01609300861058
1133,-55.01754061083041
1134,-55.01783334326559
1135,-55.01845562213543
1136,-55.01951667155321
1137,-55.01952276372893
1138,-55.019805943156996
1139,-55.021104437752776
1140,-55.02114407321227
1141,-55.02155833780687
1142,-55.02166405551886
1143,-55.02241976530953
1144,-55.02245474258829
1145,-55.02468696797676
1146,-55.02535731884309
1147,-55.02546057175899
1148,-55.02673199550423
1149,-55.02694306427078
1150,-55.0271669821766
1151,-55.02846319730378
1152,-55.029521882682324
1153,-55.02962379970014
1154,-55.03085172777138
1155,-55.030947747799345
1156,-55.03186079471698
1157,-55.03236849283057
1158,-55.03369811319228
1159,-55.03404048565369
1160,-55.03569106279053
1161,-55.03583331815752
1162,-55.03737888189808
1163,-55.037577429308804
1164,-55.037985638094604
1165,-55.03845215013459
1166,-55.03893583053294
1167,-55.04103322937032
1168,-55.04145453372119
1169,-55.04195577246179
1170,-55.04205075284361
1171,-55.04205305362444
1172,-55.04295828309489
1173,-55.04311030371131
1174,-55.04380136843898
1175,-55.04560937561625
1176,-55.04669271772852
1177,-55.047699432759536
1178,-55.04792228149111
1179,-55.0481589342534
1180,-55.04841994391163
1181,-55.04904967675598
1182,-55.05185280416495
1183,-55.05217495118785
1184,-55.052837283705024
1185,-55.05288761731255
1186,-55.05311509153221
1187,-55.05316219754335
1188,-55.054038404662016
1189,-55.05422657068288
1190,-55.05584404768514
1191,-55.055863800789616
1192,-55.057138111873634
1193,-55.05779799045676
1194,-55.058341145853085
1195,-55.05928521454134
1196,-55.06087928214922
1197,-55.0612626038523
1198,-55.06199395977502
1199,-55.062065088915695
1200,-55.06211652340125
1201,-55.065526153505175
1202,-55.06654724667388
1203,-55.067106400334126
1204,-55.06764429593275
1205,-55.0683139191655
1206,-55.06894689561518
1207,-55.06950651786762
1208,-55.06994327733557
1209,-55.070618308890765
1210,-55.07064460687595
1211,-55.0715232686533
1212,-55.071793708869734
1213,-55.07251310716429
1214,-55.072628647507244
1215,-55.074393928093244
1216,-55.07600808123476
1217,-55.0760254135614
1218,-55.07707983228337
1219,-55.07721683552927
1220,-55.07763619316192
1221,-55.077964158168186
1222,-55.07859475000228
1223,-55.078967802224604
1224,-55.07988824582307
1225,-55.08025568633676
1226,-55.080533776253375
1227,-55.0827833900895
1228,-55.084150832863415
1229,-55.084178812166726
1230,-55.08482674977785
1231,-55.08512463502958
1232,-55.08540859394567
1233,-55.08571490877713
1234,-55.08589181546571
1235,-55.08667141670221
1236,-55.087199189720124
1237,-55.087250765345566
1238,-55.08733628196699
1239,-55.08764789314311
1240,-55.0888132442014
1241,-55.0888576680273
1242,-55.08927914667565
1243,-55.08938339716222
1244,-55.08978123421299
1245,-55.09007057012223
1246,-55.09153940991079
1247,-55.09199880027049
1248,-55.09312429225637
1249,-55.09444572754153
1250,-55.096001939931334
1251,-55.09620515209626
1252,-55.09775280976655
1253,-55.097953914172706
1254,-55.098472630321616
1255,-55.09920335220332
1256,-55.10074744168638
1257,-55.1010213754578
1258,-55.10124587682668
1259,-55.10171037358558
1260,-55.10295403504632
1261,-55.10383526189297
1262,-55.10429337565218
1263,-55.104764495745854
1264,-55.105781650686986
1265,-55.10582177103392
1266,-55.106419857530796
1267,-55.10793937383087
1268,-55.10829015146551
1269,-55.10867514603846
1270,-55.11080937855622
1271,-55.11115415069681
1272,-55.11133184961836
1273,-55.11135363194365
1274,-55.11309062650487
1275,-55.113322131513215
1276,-55.113486814820874
1277,-55.113938484390815
1278,-55.11429601608151
1279,-55.114780524323415
